,char,IndvRawFrequency,cumulativeRawFrequency,Pinyin,English,kDefinition,kHanyuPinyin,kMandarin,kTotalStrokes,kSimplifiedVariant,ucn
636,久,62588,80.881925666267,jiu3,(long) time/(long) duration of time,"long time (ago); time passage, grow late",10033.030:jiǔ,jiǔ,3,,U+4E45
637,错,62401,80.914173575455,cuo4,mistake/error/blunder/fault/cross/uneven/wrong,"error, blunder, mistake; wrong",,cuò,13,,U+9519
638,承,62285,80.946361537568,cheng2,to bear/to carry/to hold/to continue/to undertake/to take charge/owing to/due to/to receive,"inherit, receive; succeed","10054.030:chéng,zhěng,zhèng",chéng,8,,U+627F
639,印,62179,80.978494720456,yin4,stamp/seal/mark/print/India (abbrev.),"print, seal, stamp, chop, mark","10312.020:yìn,yì",yìn,5,,U+5370
640,晚,62142,81.010608782294,wan3,evening/night/late,"night, evening; late",21514.040:wǎn,wǎn,11,,U+665A
641,兰,61951,81.042624138172,lan2,orchid,"orchid; elegant, graceful",,lán,5,,U+5170
642,试,61912,81.074619339429,shi4,to test/to try/experiment/examination/test,"test, try, experiment",,shì,8,,U+8BD5
643,股,61861,81.106588184644,gu3,"share/portion/section/part/thigh/(a measure word, e.g. use with electric current)/whiff","thighs, haunches, rump; share",32051.070:gǔ,gǔ,8,,U+80A1
644,拿,61798,81.138524472396,na2,to hold/to seize/to catch/to apprehend/to take,"take, hold, grasp; bring; with",31864.030:ná,ná,10,,U+62FF
645,脑,61647,81.170382725593,nao3,brain,brain,,nǎo,10,,U+8111
646,预,61534,81.202182582069,yu4,to advance/in advance/beforehand/to prepare,"prepare, arrange; in advance",,yù,10,,U+9884
647,谁,61528,81.233979337835,shei2/shui2,"who, who",who? whom? whose? anyone?,,shéi,10,,U+8C01
648,益,60896,81.265449485395,yi4,benefit/increase,"profit, benefit; advantage",42560.060:yì,yì,10,,U+76CA
649,阳,60867,81.296904646187,yang2,positive (electric.)/sun,'male' principle; light; sun,,yáng,6,,U+9633
650,若,60736,81.328292108126,ruo4,to seem/like/as/if,"if, supposing, assuming; similar","53187.070:ruò,ré,rè",ruò,8,,U+82E5
651,哪,60708,81.359665100081,na3/na/nei3,"how/which, (final part. preceded by N), which (followed by M or Num)",which? where? how?,"10623.070:nuó,na,nǎ,nǎi,nà,niè,né",nǎ,9,,U+54EA
652,微,60484,81.390922332166,wei1,micro/tiny/miniature,"small, prefix micro-, trifling",20837.100:wēi,wēi,13,,U+5FAE
653,尼,60474,81.422174396399,ni2,Buddhist nun/(often used in phonetic spellings),Buddhist nun; transliteration,"20965.040:ní,nǐ",ní,5,,U+5C3C
654,继,60428,81.453402688517,ji4,to continue/to follow after/then/afterwards/to go on with/to succeed/to inherit,"continue, maintain, carry on",,jì,10,,U+7EE7
655,送,60182,81.484503851491,song4,to deliver/to carry/to give (as a present)/to present (with)/to see off/to send,"see off, send off; dispatch, give",63832.060:sòng,sòng,9,,U+9001
656,急,60141,81.515583826275,ji2,hurried/worried,"quick, quickly; urgent, pressing",42281.080:jí,jí,9,,U+6025
657,血,59944,81.546561994387,xie3/xue4,"blood, blood",blood; Kangxi radical 143,"53050.010:xuè,xiě",xuè,6,,U+8840
658,惊,59724,81.57742646977,jing1,to start/to be frightened/to be scared/alarm,"frighten, surprise, startle","42318.030:liáng,jīng",jīng,11,,U+60CA
659,伤,59632,81.60824340092,shang1,injure/injury/wound,"wound, injury; fall ill from",,shāng,6,U+4F24,U+4F24
660,素,59100,81.638785402379,su4,plain/element,white (silk); plain; vegetarian; formerly; normally,53368.030:sù,sù,10,,U+7D20
661,药,59090,81.669322235986,yao4,medicine/drug/cure,leaf of Dahurian angelica plant; medicine,,yào,9,,U+836F
662,适,58927,81.699774833616,shi4,to fit/to suit,"go, reach; appropriate, suitable","63829.030:kuò,shì",shì kuò,9,U+9002,U+9002
663,波,58859,81.730192289857,bo1,wave/ripple/storm/surge,"waves, breakers; undulations","31597.070:bō,bēi,bì",bō,8,,U+6CE2
