,Component,Strokes,CompositionType,LeftComponent,LeftStrokes,RightComponent,RightStrokes,Signature,Notes,Section
12782,翭,15,吅,羽,6,侯,9,SMONK,/,羽
12783,翮,16,吅,鬲,10,羽,6,MBSMM,/,羽
12784,翯,16,吕,羽,6,高,10,SMYRB,/,羽
12785,翰,16,回,倝,10,羽,6,JJOSM,/,羽
12786,翱,16,吅,皋,10,羽,6,HJSMM,/,羽
12788,翳,17,吕,殹,11,羽,6,SESMM,/,羽
12793,翸,18,吅,賁,12,羽,6,JCSMM,/,羽
12794,翹,18,吅,堯,12,羽,6,GUSMM,/,羽
12796,翻,18,吅,番,12,羽,6,HWSMM,/,羽
12797,翼,17,吕,羽,6,異,11,SMWTC,/,羽
12801,耀,20,吅,光,6,翟,14,FUSMG,/,羽
12802,老,6,吕,耂,4,匕,2,JKP,/,*
12804,考,6,吕,耂,4,丂,2,JKYS,/,老
12805,耄,10,吕,老,6,毛,4,JPHQU,/,老
12806,者,8,吕,耂,4,日,4,JKA,/,老
12807,耆,10,吕,老,6,日,4,JPA,/,老
12808,耇,9,吕,耂,4,句,5,JKPR,/,老
12809,耈,11,吕,老,6,句,5,JPPR,/,老
12811,耊,10,吕,耂,4,至,6,JKMIG,/,老
12812,耋,12,吕,老,6,至,6,JPMIG,/,老
12813,而,6,一,而,6,*,0,MBLL,/,*
12814,耍,9,吕,而,6,女,3,MBV,/,而
12815,耎,9,吕,而,6,大,3,MBK,/,而
12817,耐,9,吅,而,6,寸,3,MBDI,/,而
12818,耑,9,吕,山,3,而,6,UMBL,/,而
12819,耒,6,+,未,5,丿,1,QD,?/,*
12822,耕,10,吅,耒,6,井,4,QDTT,/,耒
12823,耖,10,吅,耒,6,少,4,QDFH,/,耒
12824,耗,10,吅,耒,6,毛,4,QDHQU,/,耒
12825,耘,10,吅,耒,6,云,4,QDMMI,/,耒
12826,耙,10,吅,耒,6,巴,4,QDAU,/,耒
12829,耜,11,吅,耒,6,㠯,5,QDRLR,/,耒
12834,耡,13,吅,耒,6,助,7,QDBMS,/,耒
12835,耢,13,吅,耒,6,劳,7,QDTBS,/,耒
12838,耥,14,吅,耒,6,尚,8,QDFBR,/,耒
12839,耦,15,吅,耒,6,禺,9,QDWLB,/,耒
12840,耧,15,吅,耒,6,娄,9,QDFDV,/,耒
12841,耨,16,吅,耒,6,辱,10,QDMVI,/,耒
12842,耩,16,吅,耒,6,冓,10,QDTTB,/,耒
12843,耪,16,吅,耒,6,旁,10,QDYBS,/,耒
12847,耮,18,吅,耒,6,勞,12,QDFFS,/,耒
12849,耰,21,吅,耒,6,憂,15,QDMBE,/,耒
12850,耱,22,吅,耒,6,磨,16,QDIDR,/,耒
12852,耳,6,一,耳,6,*,0,SJ,/,*
12853,耴,7,吅,耳,6,乚,1,SJU,/,耳
12854,耵,8,吅,耳,6,丁,2,SJMN,/,耳
12855,耶,9,吅,耳,6,阝,3,SJNL,/,耳
12856,耷,9,吕,大,3,耳,6,KSJ,/,耳
12857,耸,10,咒,人,2,耳,6,OOSJ,/,耳
12860,耻,10,吅,耳,6,止,4,SJYLM,/,耳
12862,耽,10,吅,耳,6,冘,4,SJLBU,/,耳
12864,耿,10,吅,耳,6,火,4,SJF,/,耳
12867,聂,10,吕,耳,6,双,4,SJEE,/,耳
12868,聃,11,吅,耳,6,冉,5,SJGB,/,耳
12871,聆,11,吅,耳,6,令,5,SJOII,/,耳
12875,聊,11,吅,耳,6,卯,5,SJHHL,/,耳
12876,聋,11,吕,龙,5,耳,6,IPSJ,/,耳
12877,职,11,吅,耳,6,只,5,SJRC,/,耳
12878,聍,11,吅,耳,6,宁,5,SJJMN,/,耳
12883,聒,12,吅,耳,6,舌,6,SJHJR,/,耳
12885,联,12,吅,耳,6,关,6,SJTK,/,耳
12887,聖,13,吕,𦔻,9,王,4,SRHG,/,耳
12889,聘,13,吅,耳,6,甹,7,SJLWS,/,耳
12891,聚,14,吕,取,8,乑,6,SEOHO,/,耳
12892,聛,14,吅,耳,6,卑,8,SJHWJ,/,耳
12893,聜,14,吅,耳,6,空,8,SJJCM,/,耳
12894,聝,14,吅,耳,6,或,8,SJIRM,/,耳
12895,聞,14,回,門,8,耳,6,ANSJ,/,耳
12896,聟,14,吕,知,8,耳,6,ORSJ,/,耳
12897,聠,12,吅,耳,6,并,6,SJTT,/,耳
12898,聡,14,吅,耳,6,忩,8,SJCIP,/,耳
12900,聣,14,吅,耳,6,兒,8,SJHXU,/,耳
12903,聦,15,吅,耳,6,怱,9,SJPKP,/,耳
12904,聧,15,吅,耳,6,癸,9,SJNOK,/,耳
12906,聩,15,吅,耳,6,贵,9,SJLMO,/,耳
12907,聪,15,吅,耳,6,总,9,SJCRP,/,耳
12908,聫,15,吅,耳,6,幺幺大,9,SJVIK,/?,耳
12909,聬,16,吅,耳,6,翁,10,SJCIM,/,耳
12910,聭,16,吅,耳,6,鬼,10,SJHUI,/,耳
12912,聯,17,吅,耳,6,𢇇,11,SJVIT,/,耳
12913,聰,17,吅,耳,6,悤,11,SJHWP,/,耳
12914,聱,17,吕,敖,11,耳,6,QKSJ,/,耳
12915,聲,17,吕,殸,11,耳,6,GESJ,/,耳
12917,聴,17,吅,耳,6,十罒心,11,SJJWP,/?,耳
12918,聵,18,吅,耳,6,貴,12,SJLMC,/,耳
12919,聶,18,品,耳,6,*,12,SJSJJ,/,耳
12920,職,19,吅,耳,6,戠,13,SJYIA,/,耳
12921,聸,19,吅,耳,6,詹,13,SJNCR,/,耳
12922,聹,19,吅,耳,6,寜,13,SJJPN,/,耳
12923,聺,20,吅,耳,6,察,14,SJJBF,/,耳
12924,聻,20,吕,漸,14,耳,6,ELSJ,/,耳
12926,聽,22,回,𦗟,18,王,4,SGJWP,/,耳
12927,聾,22,吕,龍,16,耳,6,YPSJ,/,耳
12928,聿,6,+,肀,4,二,2,LQ,?/,*
12929,肀,4,一,肀,4,*,0,JS,/,聿
12932,肃,8,+,肀,4,儿丷,4,LX,?/?,聿
12933,肄,13,吅,𠤕,7,聿,6,PKLQ,?/,聿
12934,肅,13,+,肀,4,𣶒,9,LX,/,聿
12935,肆,13,吅,镸,7,聿,6,SILQ,/,聿
12936,肇,14,吕,𢼄,8,聿,6,IKLQ,?/,聿
12938,肉,6,+,冂,2,仌,4,OBO,/,*
12939,肊,5,吅,月,4,乙,1,BN,/,肉
12940,肋,6,吅,月,4,力,2,BKS,/,肉
12941,肌,6,吅,月,4,几,2,BHN,/,肉
12942,肍,6,吅,月,4,九,2,BKN,/,肉
12944,肏,8,吕,入,2,肉,6,OOBO,/,肉
12948,肓,7,吕,亡,3,月,4,YVB,/,肉
12951,肖,7,吕,小,3,月,4,FB,/,肉
12953,肘,7,吅,月,4,寸,3,BDI,/,肉
12954,肙,7,吕,口,3,月,4,RB,/,肉
12955,肚,7,吅,月,4,土,3,BG,/,肉
12956,肛,7,吅,月,4,工,3,BM,/,肉
12957,肜,7,吅,月,4,彡,3,BHHH,/,肉
12958,肝,7,吅,月,4,干,3,BMJ,/,肉
12959,肞,7,吅,月,4,义,3,BEI,/,肉
12960,肟,7,吅,月,4,亏,3,BMMS,/,肉
12961,肠,7,吅,月,4,𠃓,3,BNSH,/,肉
12962,股,8,吅,月,4,殳,4,BHNE,/,肉
12963,肢,8,吅,月,4,支,4,BJE,/,肉
12964,肣,8,吅,月,4,今,4,BOIN,/,肉
12965,肤,8,吅,月,4,夫,4,BQO,/,肉
12966,肥,8,吅,月,4,巴,4,BAU,/,肉
12968,肧,8,吅,月,4,不,4,BMF,/,肉
12970,肩,8,吕,戸,4,月,4,ISB,/,肉
12971,肪,8,吅,月,4,方,4,BYHS,/,肉
12972,肫,8,吅,月,4,屯,4,BPU,/,肉
12974,肭,8,吅,月,4,內,4,BOB,/,肉
12975,肮,8,吅,月,4,亢,4,BYHN,/,肉
12976,肯,8,吕,止,4,月,4,YMB,/,肉
12977,肰,8,吅,月,4,犬,4,BIK,/,肉
12978,肱,8,吅,月,4,厷,4,BKI,/,肉
12979,育,8,吕,亠厶,4,月,4,YIB,?/,肉
12981,肴,8,吕,乂,2,有,6,KKB,/,肉
12984,肷,8,吅,月,4,欠,4,BNO,/,肉
12985,肸,8,吅,月,4,八十,4,BCJ,/?,肉
12987,肺,8,吅,月,4,巿,4,BYLB,/,肉
12988,肻,8,冖,卜,2,月,4,YBB,/,肉
12989,肼,8,吅,月,4,井,4,BTT,/,肉
12990,肽,8,吅,月,4,太,4,BKI,/,肉
12991,肾,8,吕,収,4,月,4,LEB,/,肉
12992,肿,8,吅,月,4,中,4,BL,/,肉
12993,胀,8,吅,月,4,长,4,BPO,/,肉
12994,胁,8,吅,月,4,办,4,BKSC,/,肉
12995,胂,9,吅,月,4,申,5,BLWL,/,肉
12996,胃,9,吕,田,5,月,4,WB,/,肉
12997,胄,9,吕,由,5,月,4,LWB,/,肉
12999,胆,9,吅,月,4,旦,5,BAM,/,肉
13003,胊,9,吅,月,4,句,5,BPR,/,肉
13005,背,9,吕,北,5,月,4,LPB,/,肉
13006,胍,9,吅,月,4,瓜,5,BHVO,/,肉
13007,胎,9,吅,月,4,台,5,BIR,/,肉
13010,胑,9,吅,月,4,只,5,BRC,/,肉
13013,胔,12,吕,此,6,肉,6,YPOBO,/,肉
13015,胖,9,吅,月,4,半,5,BFQ,/,肉
13016,胗,9,吅,月,4,㐱,5,BOHH,/,肉
13018,胙,9,吅,月,4,乍,5,BOS,/,肉
13019,胚,9,吅,月,4,丕,5,BMFM,/,肉
13020,胛,9,吅,月,4,甲,5,BWL,/,肉
13021,胜,9,吅,月,4,生,5,BHQM,/,肉
13022,胝,9,吅,月,4,氐,5,BHVI,/,肉
13023,胞,9,吅,月,4,包,5,BPRU,/,肉
13025,胠,9,吅,月,4,去,5,BGI,/,肉
13026,胡,9,吅,古,5,月,4,JRB,/,肉
13029,胤,9,吕,幺?儿,5,月,4,LVBU,?/,肉
13030,胥,9,吕,疋,5,月,4,NOB,/,肉
13032,胧,9,吅,月,4,龙,5,BIKP,/,肉
13033,胨,9,吅,月,4,东,5,BKD,/,肉
13034,胩,9,吅,月,4,卡,5,BYMY,/,肉
13035,胪,9,吅,月,4,卢,5,BYS,/,肉
13036,胫,9,吅,月,4,𢀖,5,BNOM,/,肉
13037,胬,11,吕,奴,5,肉,6,VEOBO,/,肉
13038,胭,10,吅,月,4,因,6,BWK,/,肉
13040,胯,10,吅,月,4,夸,6,BKMS,/,肉
13041,胰,10,吅,月,4,夷,6,BKN,/,肉
13042,胱,10,吅,月,4,光,6,BFMU,/,肉
13043,胲,10,吅,月,4,亥,6,BYVO,/,肉
13044,胳,10,吅,月,4,各,6,BHER,/,肉
13045,胴,10,吅,月,4,同,6,BBMR,/,肉
13046,胵,10,吅,月,4,至,6,BMIG,/,肉
13047,胶,10,吅,月,4,交,6,BYCK,/,肉
13049,胸,10,吅,月,4,匈,6,BPUK,/,肉
13050,胹,10,吅,月,4,而,6,BMBL,/,肉
13051,胺,10,吅,月,4,安,6,BJV,/,肉
13053,胼,10,吅,月,4,并,6,BTT,/,肉
13054,能,10,吅,䏍,6,比,4,IBPP,?/,肉
13055,胾,12,回,𢦏,6,肉,6,JIOBO,?/,肉
13059,脂,10,吅,月,4,旨,6,BPA,/,肉
13062,脅,10,吕,劦,6,月,4,KSKSB,/,肉
13063,脆,10,吅,月,4,危,6,BNMU,/,肉
13065,脈,10,吅,月,4,辰?,6,BHHV,/?,肉
13066,脉,9,吅,月,4,永,5,BINE,/,肉
13067,脊,10,吕,兆,6,月,4,FCB,/,肉
13070,脍,10,吅,月,4,会,6,BOMI,/,肉
13071,脎,10,吅,月,4,杀,6,BKD,/,肉
13072,脏,10,吅,月,4,庄,6,BIG,/,肉
13073,脐,10,吅,月,4,齐,6,BYKL,/,肉
13074,脑,10,吅,月,4,㐫,6,BYUK,/,肉
13075,脒,10,吅,月,4,米,6,BFD,/,肉
13076,脓,10,吅,月,4,农,6,BHBV,/,肉
13077,脔,12,吕,亦,6,肉,6,YCOBO,/,肉
13078,脕,11,吅,月,4,免,7,BNAU,/,肉
13079,脖,11,吅,月,4,孛,7,BJBD,/,肉
13080,脗,11,吅,月,4,𠯳,7,BPHR,/,肉
13081,脘,11,吅,月,4,完,7,BJMU,/,肉
13082,脙,11,吅,月,4,求,7,BIJE,/,肉
13083,脚,11,吅,月,4,却,7,BGIL,/,肉
13084,脛,11,吅,月,4,巠,7,BMVM,/,肉
13085,脜,11,吅,月,4,𦣻,7,BMBU,/,肉
13086,脝,11,吅,月,4,亨,7,BYRN,/,肉
13087,脞,11,吅,月,4,坐,7,BOOG,/,肉
13088,脟,11,吅,月,4,寽,7,BBDI,/,肉
13092,脣,11,吕,辰,7,月,4,MVB,/,肉
13095,脦,11,吅,月,4,忒,7,BIPP,/,肉
13096,脧,11,吅,月,4,夋,7,BICE,/,肉
13097,脨,11,吅,月,4,束,7,BDL,/,肉
13098,脩,11,回,攸,7,月,4,OLOB,/,肉
13100,脫,11,吅,月,4,兌,7,BCRU,/,肉
13101,脬,11,吅,月,4,孚,7,BBND,/,肉
13102,脭,11,吅,月,4,呈,7,BRHG,/,肉
13103,脮,11,吅,月,4,妥,7,BBV,/,肉
13104,脯,11,吅,月,4,甫,7,BIJB,/,肉
13105,脰,11,吅,月,4,豆,7,BMRT,/,肉
13106,脱,11,吅,月,4,兌,7,BCRU,/,肉
13107,脲,11,吅,月,4,尿,7,BSE,/,肉
13108,脳,11,吅,月,4,川凶,7,BFUK,/?,肉
13110,脵,11,吅,月,4,吴,7,BRMK,/,肉
13111,脶,11,吅,月,4,呙,7,BROB,/,肉
13112,脷,11,吅,月,4,利,7,BHDN,/,肉
13113,脸,11,吅,月,4,佥,7,BOMM,/,肉
13114,脹,12,吅,月,4,長,8,BSMV,/,肉
13115,脺,12,吅,月,4,卒,8,BYOJ,/,肉
13116,脻,12,吅,月,4,疌,8,BJLO,/,肉
13117,脼,12,吅,月,4,兩,8,BMLB,/,肉
13118,脽,12,吅,月,4,隹,8,BOG,/,肉
13119,脾,12,吅,月,4,卑,8,BHWJ,/,肉
13120,脿,13,吅,月,4,表,9,BQMV,/,肉
13121,腀,12,吅,月,4,侖,8,BOMB,/,肉
13123,腂,13,吅,月,4,果,9,BWD,/,肉
13124,腃,12,吅,月,4,卷,8,BFQU,/,肉
13125,腄,12,吅,月,4,垂,8,BHJM,/,肉
13127,腆,12,吅,月,4,典,8,BTBC,/,肉
13129,腈,12,吅,月,4,青,8,BQMB,/,肉
13131,腊,12,吅,月,4,昔,8,BTA,/,肉
13132,腋,12,吅,月,4,夜,8,BYOK,/,肉
13133,腌,12,吅,月,4,奄,8,BKLU,/,肉
13135,腎,12,吕,臤,8,月,4,SEB,/,肉
13137,腐,14,吕,府,8,肉,6,IOIB,/,肉
13138,腑,12,吅,月,4,府,8,BIOI,/,肉
13140,腓,12,吅,月,4,非,8,BLMY,/,肉
13141,腔,12,吅,月,4,空,8,BJCM,/,肉
13142,腕,12,吅,月,4,宛,8,BJNU,/,肉
13144,腗,12,吅,月,4,畁,8,BLWL,/,肉
13145,腘,12,吅,月,4,国,8,BWMI,/,肉
13146,腙,12,吅,月,4,宗,8,BJMF,/,肉
13147,腚,12,吅,月,4,定,8,BJMO,/,肉
13153,腠,13,吅,月,4,奏,9,BQKK,/,肉
13156,腣,13,吅,月,4,帝,9,BYBB,/,肉
13158,腥,13,吅,月,4,星,9,BAHM,/,肉
13159,腦,13,吅,月,4,𡿺,9,BVVW,/,肉
13160,腧,13,吅,月,4,俞,9,BOMN,/,肉
13161,腨,13,吅,月,4,耑,9,BUMB,/,肉
13162,腩,13,吅,月,4,南,9,BJBJ,/,肉
13163,腪,13,吅,月,4,軍,9,BBJJ,/,肉
13164,腫,13,吅,月,4,重,9,BHJG,/,肉
13165,腬,13,吅,月,4,柔,9,BNHD,/,肉
13166,腭,13,吅,月,4,咢,9,BRRS,/,肉
13167,腮,13,吅,月,4,思,9,BWP,/,肉
13169,腰,13,吅,月,4,要,9,BMWV,/,肉
13170,腱,13,吅,月,4,建,9,BNKQ,/,肉
13172,腳,13,吅,月,4,卻,9,BCRL,/,肉
13173,腴,12,吅,月,4,臾,8,BHXO,/,肉
13174,腵,13,吅,月,4,叚,9,BRSE,/,肉
13177,腸,13,吅,月,4,昜,9,BAMH,/,肉
13178,腹,13,吅,月,4,复,9,BOAE,/,肉
13179,腺,13,吅,月,4,泉,9,BHAE,/,肉
13180,腻,13,吅,月,4,贰,9,BIPO,/,肉
13181,腼,13,吅,月,4,面,9,BMWL,/,肉
13182,腽,13,吅,月,4,昷,9,BABT,/,肉
13183,腾,13,吅,月,4,駦,9,BFQM,/,肉
13184,腿,13,吅,月,4,退,9,BYAV,/,肉
13185,膀,14,吅,月,4,旁,10,BYBS,/,肉
13187,膂,14,吕,旅,10,月,4,YVB,/,肉
13189,膄,13,吅,月,4,叟,9,BHXE,/,肉
13191,膆,14,吅,月,4,素,10,BQMF,/,肉
13193,膈,14,吅,月,4,鬲,10,BMRB,/,肉
13195,膊,14,吅,月,4,尃,10,BIBI,/,肉
13196,膋,14,冖,炏,8,月,4,FFBB,/,肉
13200,膏,14,吕,高,10,月,4,YRBB,/,肉
13202,膑,14,吅,月,4,宾,10,BJOC,/,肉
13206,膕,15,吅,月,4,國,11,BWIM,/,肉
13208,膗,15,吅,月,4,崔,11,BUOG,/,肉
13209,膘,15,吅,月,4,票,11,BMWF,/,肉
13211,膚,15,吕,虍,6,胃,9,YPWB,/,肉
13212,膛,15,吅,月,4,堂,11,BFBG,/,肉
13213,膜,14,吅,月,4,莫,10,BTAK,/,肉
13214,膝,15,吅,月,4,桼,11,BDOE,/,肉
13216,膟,15,吅,月,4,率,11,BYIJ,/,肉
13217,膠,15,吅,月,4,翏,11,BSMH,/,肉
13222,膥,18,吕,末成,12,肉,6,DSOBO,?/,肉
13223,膦,16,吅,月,4,粦,12,BFDQ,/,肉
13225,膨,16,吅,月,4,彭,12,BGTH,/,肉
13226,膩,16,吅,月,4,貳,12,BIPC,/,肉
13227,膪,16,吅,月,4,啻,12,BYBR,/,肉
13228,膫,16,吅,月,4,尞,12,BKCF,/,肉
13229,膬,16,吅,月,4,毳,12,BHUU,/,肉
13230,膭,16,吅,月,4,貴,12,BLMC,/,肉
13231,膮,16,吅,月,4,堯,12,BGGU,/,肉
13232,膯,16,吅,月,4,登,12,BNOT,/,肉
13233,膰,16,吅,月,4,番,12,BHDW,/,肉
13234,膱,17,吅,月,4,戠,13,BYIA,/,肉
13235,膲,16,吅,月,4,焦,12,BOGF,/,肉
13236,膳,16,吅,月,4,善,12,BTTR,/,肉
13237,膴,16,吅,月,4,無,12,BOTF,/,肉
13238,膵,16,吅,月,4,萃,12,BTYJ,/,肉
13239,膶,16,吅,月,4,閏,12,BANG,/,肉
13242,膹,16,吅,月,4,賁,12,BJTC,/,肉
13243,膺,17,吕,䧹,13,月,4,IOGB,/,肉
13244,膻,17,吅,月,4,亶,13,BYWM,/,肉
13245,膼,16,吅,月,4,過,12,BYBB,/,肉
13246,膽,17,吅,月,4,詹,13,BNCR,/,肉
13248,膿,17,吅,月,4,農,13,BTWV,/,肉
13249,臀,17,吕,殿,13,月,4,SEB,/,肉
13250,臁,17,吅,月,4,廉,13,BITC,/,肉
13251,臂,17,吕,辟,13,月,4,SJB,/,肉
13252,臃,17,吅,月,4,雍,13,BYVG,/,肉
13253,臄,17,吅,月,4,豦,13,BYPO,/,肉
13254,臅,17,吅,月,4,蜀,13,BWLI,/,肉
13255,臆,17,吅,月,4,意,13,BYTP,/,肉
13256,臇,17,吅,月,4,雋,13,BOGS,/,肉
13257,臈,16,吅,月,4,葛,12,BTAV,/,肉
13258,臉,17,吅,月,4,僉,13,BOMO,/,肉
13259,臊,17,吅,月,4,喿,13,BRRD,/,肉
13260,臋,19,吕,殿,13,肉,6,SEOBO,/,肉
13261,臌,17,吅,月,4,鼓,13,BGTE,/,肉
13262,臍,18,吅,月,4,齊,14,BYX,/,肉
13263,臎,18,吅,月,4,翠,14,BSMJ,/,肉
13264,臏,18,吅,月,4,賓,14,BJMC,/,肉
13265,臐,18,吅,月,4,熏,14,BHGF,/,肉
13266,臑,18,吅,月,4,需,14,BMBB,/,肉
13267,臒,17,吅,月,4,蒦,13,BTOE,/,肉
13268,臓,18,吅,月,4,蔵,14,BTIS,/,肉
13270,臕,19,吅,月,4,麃,15,BIPF,/,肉
13271,臖,19,吕,興,15,月,4,HCB,/,肉
13272,臗,19,吅,月,4,寬,15,BJTI,/,肉
13273,臘,19,吅,月,4,巤,15,BVVV,/,肉
13275,臚,20,吅,月,4,盧,16,BYPT,/,肉
13276,臛,20,吅,月,4,霍,16,BMBG,/,肉
13277,臜,20,吅,月,4,赞,16,BHUO,/,肉
13279,臞,22,吅,月,4,瞿,18,BBUG,/,肉
13280,臟,21,吅,月,4,藏,17,BTIS,/,肉
13283,臢,23,吅,月,4,贊,19,BHUC,/,肉
13284,臣,6,一,臣,6,*,0,SLSL,/,*
13286,臥,8,吅,臣,6,人,2,SLO,/,臣
13288,臧,14,回,戕,8,臣,6,IMSLL,/,臣
13289,臨,17,回,臥,6,品,11,SLORR,/,臣
13291,自,6,+,目,5,丶,1,HBU,/,*
13293,臬,10,吕,自,6,木,4,HUD,/,自
13294,臭,10,吕,自,6,犬,4,HUIK,/,自
13295,臮,12,吕,自,6,众*,6,HUOOO,/,自
13296,臯,12,吕,自,6, 夲*,6,HUEJ,/?,自
13300,至,6,吕,𠫔,3,土,3,MIG,/,*
13301,致,10,吅,至,6,攵,4,MGOK,/,至
13303,臶,12,吅,至,6,存,6,MGKLD,/,至
13307,臺,14,冖,吉,6,至,6,GRBG,/,至
13308,臻,16,吅,至,6,秦,10,MGQKD,/,至
13309,臼,6,一,臼,6,*,0,HX,/,*
13311,臾,8,+,人,2,臼,6,HXO,/,臼
13312,臿,9,吕,千,3,臼,6,HJHX,/,臼
13313,舀,10,吕,爫,4,臼,6,BHX,/,臼
13314,舁,9,吕,臼,6,廾,3,HXT,/,臼
13315,舂,11,吕,𡗗,5,臼,6,QKHX,/,臼
13316,舃,12,吕,臼,6,𤆛,6,HXYF,/,臼
13317,舄,12,吕,臼,6,灳,6,HXPF,/,臼
13318,舅,13,吕,臼,6,男,7,HXWKS,/,臼
13319,舆,13,回,兒*,9,车,4,HXKC,?/,臼
13320,與,14,一,與,14,*,0,HXYC,/,臼
13321,興,15,回,兒*,9,同,6,HXBC,?/,臼
13322,舉,16,吕,與,13,㐄,3,HCQ,/,臼
13323,舊,17,吕,雈,11,臼,6,TOGX,?/,臼
13324,舋,19,冖,臼同,12,且,5,HBBM,?/,臼
13325,舌,6,吕,千,3,口,3,HJR,/,*
13326,舍,8,吕,亼,3,古,5,OMJR,/,舌
13329,舐,10,吅,舌,6,氏,4,HRHVP,/,舌
13331,舒,12,吅,舍,8,予,4,ORNIN,/,舌
13333,舔,14,吅,舌,6,忝,8,HRMKP,/,舌
13335,舖,15,吅,舍,8,甫,7,ORIJB,/,舌
13340,舛,6,吅,夕,3,㐄,3,NIQ,/,*
13341,舜,12,冖,爫,4,舛,6,BBNQ,/,舛
13343,舞,14,吕,無*,8,舛,6,OTNIQ,?/,舛
13344,舟,6,一,舟,6,*,0,HBYI,/,*
13346,舡,9,吅,舟,6,工,3,HYM,/,舟
13347,舢,9,吅,舟,6,山,3,HYU,/,舟
13348,舣,9,吅,舟,6,义,3,HYIK,/,舟
13351,舦,10,吅,舟,6,太,4,HYKI,/,舟
13353,舨,10,吅,舟,6,反,4,HYHE,/,舟
13355,航,10,吅,舟,6,亢,4,HYYHN,/,舟
13356,舫,10,吅,舟,6,方,4,HYYHS,/,舟
13357,般,10,吅,舟,6,殳,4,HYHNE,/,舟
13358,舭,10,吅,舟,6,比,4,HYPP,/,舟
13360,舯,10,吅,舟,6,中,4,HYL,/,舟
13361,舰,10,吅,舟,6,见,4,HYBHU,/,舟
13362,舱,10,吅,舟,6,仓,4,HYOSU,/,舟
13363,舲,11,吅,舟,6,令,5,HYOII,/,舟
13364,舳,11,吅,舟,6,由,5,HYLW,/,舟
13365,舴,11,吅,舟,6,乍,5,HYOS,/,舟
13366,舵,11,吅,舟,6,它,5,HYJP,/,舟
13367,舶,11,吅,舟,6,白,5,HYHA,/,舟
13368,舷,11,吅,舟,6,玄,5,HYYVI,/,舟
13369,舸,11,吅,舟,6,可,5,HYMNR,/,舟
13370,船,11,吅,舟,6,㕣,5,HYHNR,/,舟
13372,舻,11,吅,舟,6,卢,5,HYYS,/,舟
13375,舾,12,吅,舟,6,西,6,HYMCW,/,舟
13378,艁,13,吅,舟,6,告,7,HYHGR,/,舟
13379,艂,13,吅,舟,6,夆,7,HYHEJ,/,舟
13381,艄,13,吅,舟,6,肖,7,HYFB,/,舟
13383,艆,13,吅,舟,6,良,7,HYIAV,/,舟
13384,艇,13,吅,舟,6,廷,7,HYNKG,/,舟
13385,艈,13,吅,舟,6,㐬,7,HYYIU,/,舟
13386,艉,13,吅,舟,6,尾,7,HYSHU,/,舟
13387,艊,14,吅,舟,6,帛,8,HYHAB,/,舟
13388,艋,14,吅,舟,6,孟,8,HYNDT,/,舟
13390,艍,14,吅,舟,6,居,8,HYSJR,/,舟
13391,艎,15,吅,舟,6,皇,9,HYHAG,/,舟
13392,艏,15,吅,舟,6,首,9,HYTHU,/,舟
13393,艐,15,吅,舟,6,㚇,9,HYUCE,/,舟
13394,艑,15,吅,舟,6,扁,9,HYHSB,/,舟
13395,艒,15,吅,舟,6,冒,9,HYABU,/,舟
13398,艕,16,吅,舟,6,旁,10,HYYBS,/,舟
13399,艖,16,吅,舟,6,差,10,HYTQM,/,舟
13401,艘,15,吅,舟,6,叟,9,HYHXE,/,舟
13402,艙,16,吅,舟,6,倉,10,HYOIR,/,舟
13403,艚,17,吅,舟,6,曹,11,HYTWA,/,舟
13405,艜,17,吅,舟,6,帶,11,HYKPB,/,舟
13407,艞,18,吅,舟,6,筄,12,HYHLO,/,舟
13408,艟,19,吅,舟,6,童,13,HYYTG,/,舟
13411,艢,19,吅,舟,6,嗇,13,HYGOW,/,舟
13412,艣,19,吅,舟,6,虜,13,HYYPS,/,舟
13413,艤,19,吅,舟,6,義,13,HYTGI,/,舟
13415,艦,20,吅,舟,6,監,14,HYSIT,/,舟
13416,艧,19,吅,舟,6,蒦,13,HYTOE,/,舟
13417,艨,19,吅,舟,6,蒙,13,HYTBO,/,舟
13418,艩,20,吅,舟,6,齊,14,HYYX,/,舟
13420,艫,22,吅,舟,6,盧,16,HYYPT,/,舟
13422,艭,24,吅,舟,6,雙,18,HYOGE,/,舟
13423,艮,6,一,艮,6,*,0,AV,/,*
13424,良,7,+,丶,1,艮,6,IAV,/,艮
13425,艰,8,吅,又,2,艮,6,EAV,/,艮
13427,色,6,吕,⺈,2,巴,4,NAU,/,*
13428,艳,10,吅,丰,4,色,6,QJNAU,/,色
13429,艴,11,吅,弗,5,色,6,LNNAU,/,色
13431,艶,19,吅,豊,13,色,6,TTNAU,/,色
13432,艷,24,吅,豐,18,色,6,UTNAU,/,色
13433,艸,6,吅,屮,3,*,3,UU,/,*
13435,艺,4,吕,艹,3,乙,1,TN,/,艸
13437,艼,5,吕,艹,3,丁,2,TMN,/,艸
13438,艽,5,吕,艹,3,九,2,TKN,/,艸
13439,艾,5,吕,艹,3,乂,2,TK,/,艸
13440,艿,5,吕,艹,3,乃,2,TNHS,/,艸
13443,节,5,吕,艹,3,卩,2,TSL,/,艸
13444,芃,6,吕,艹,3,凡,3,THNI,/,艸
13445,芄,6,吕,艹,3,丸,3,TKNI,/,艸
13449,芈,7,+,卝,4,㐄,3,TQ,/,艸
13451,芊,6,吕,艹,3,千,3,THJ,/,艸
